kyc_pan,kyc_aadhar_verified,kyc_gst_returns_last_3y,kyc_gst_turnover,kyc_mcc_code,kyc_company_name,kyc_date_of_incorp,kyc_mca_returns_count,kyc_mca_returns_amount,cibil_credit_health,cibil_credit_mix_ratio,cibil_payment_history_12m,cibil_default_count,cibil_bounce_count,cibil_loans_closed,cibil_consolidated_monthly_emi,cibil_individual_loans_0_emi_amount,cibil_individual_loans_0_tenure_left_months,cibil_individual_loans_1_emi_amount,cibil_individual_loans_1_tenure_left_months,cibil_individual_loans_2_emi_amount,cibil_individual_loans_2_tenure_left_months,cibil_individual_loans_3_emi_amount,cibil_individual_loans_3_tenure_left_months,cibil_credit_age_months,bank_total_outflow,bank_total_inflow,bank_emi_count,bank_aggregated_emi_amount,bank_monthly_salary,bank_income_to_emi_ratio,bank_monthly_inflow_pattern_2025-01,bank_monthly_inflow_pattern_2025-02,bank_monthly_inflow_pattern_2025-03,bank_monthly_inflow_pattern_2025-04,bank_monthly_inflow_pattern_2025-05,bank_monthly_inflow_pattern_2025-06,bank_monthly_inflow_pattern_2025-07,bank_monthly_inflow_pattern_2025-08,bank_monthly_inflow_pattern_2025-09,bank_monthly_inflow_pattern_2025-10,bank_monthly_inflow_pattern_2025-11,bank_monthly_inflow_pattern_2025-12,bank_monthly_inflow_pattern_2024-01,bank_monthly_inflow_pattern_2024-02,bank_monthly_inflow_pattern_2024-03,bank_monthly_inflow_pattern_2024-04,bank_monthly_inflow_pattern_2024-05,bank_monthly_inflow_pattern_2024-06,bank_monthly_inflow_pattern_2024-07,bank_monthly_inflow_pattern_2024-08,bank_monthly_inflow_pattern_2024-09,bank_monthly_inflow_pattern_2024-10,bank_monthly_inflow_pattern_2024-11,bank_monthly_inflow_pattern_2024-12,bank_monthly_inflow_pattern_2023-01,bank_monthly_inflow_pattern_2023-02,bank_monthly_inflow_pattern_2023-03,bank_monthly_inflow_pattern_2023-04,bank_monthly_inflow_pattern_2023-05,bank_monthly_inflow_pattern_2023-06,bank_monthly_inflow_pattern_2023-07,bank_monthly_inflow_pattern_2023-08,bank_monthly_inflow_pattern_2023-09,bank_monthly_inflow_pattern_2023-10,bank_monthly_inflow_pattern_2023-11,bank_monthly_inflow_pattern_2023-12,bank_annual_inflow_outflow_2025,bank_annual_inflow_outflow_2024,bank_annual_inflow_outflow_2023,investments_mutual_fund_value,investments_nps_value,investments_pf_value,investments_equity_value,itr_annual_income,itr_itr_filed,itr_filing_consistency_3y,service_record_employment_years,service_record_job_changes,insurance_insured,insurance_insured_amount,labels_user_behavior_shift,labels_ability_to_default,labels_default_timeframe_months,labels_financially_secure
UMUMG4515M,True,28,22027793.21,5411,"Ratti, Datta and Chaudhuri",2018-10-03,0,139988.24,648.3,0.35,0.73,0,1,5,46767.35,42142.47,58,,,,,,,37,3912017.41,4675170.66,3,84683.83,130980.8,0.65,155276.67,146053.41,119184.25,128715.52,147927.18,129574.35,114224.36,119344.35,147506.0,118211.11,142983.88,114123.42,156088.09,115033.21,131967.93,135440.56,150196.59,117451.34,133265.24,105457.2,137675.84,115940.56,113298.3,110395.87,155351.56,155528.32,141732.45,143709.53,107219.63,104851.58,112235.9,120833.66,156525.79,125545.09,115844.58,130457.34,1.218,1.17,1.197,447319.04,83630.53,261298.74,5017384.37,811106.84,True,0.94,10.4,0,True,1191263.78,Unstable,Medium,12,False
QPNUH5670V,True,32,0.0,5734,,2017-10-26,0,0.0,756.5,0.56,0.9,0,1,2,11467.6,16687.6,27,31680.79,8.0,,,,,23,2117607.98,2604920.35,2,28572.33,72433.38,0.39,67497.55,70367.74,60836.31,77058.23,85129.77,84129.85,65136.43,84801.25,61780.29,81250.65,84945.57,60894.15,82143.11,70880.9,68894.85,82766.48,68525.37,65160.49,75030.34,85541.7,80255.11,84701.68,58280.94,83972.95,60005.83,65673.89,62629.25,70931.51,86141.05,66512.57,70937.14,63164.17,71600.53,64581.88,58977.51,73783.31,1.269,1.233,1.187,125774.08,96782.4,460367.49,1513397.72,344837.88,True,0.94,21.7,1,False,0.0,Promising,Low,36,True
GHCPI5079G,True,36,0.0,8021,,2016-08-22,0,0.0,501.6,0.54,0.66,0,0,3,20807.24,26022.27,56,37841.66,51.0,,,,,35,1206008.08,1496595.89,3,42878.67,42034.26,1.02,40868.1,35401.52,38483.99,46207.73,43816.46,46639.66,34700.73,39261.88,38983.41,40763.04,44384.52,39439.98,44094.25,48642.31,50077.34,49714.29,39622.26,42408.57,45315.28,37086.66,38813.67,40387.9,49536.38,37175.09,37590.36,46608.96,38787.41,41168.8,34768.02,39195.22,37864.91,33877.28,35717.13,43541.05,48307.97,47343.78,1.214,1.253,1.256,101332.23,60214.5,617600.88,773932.01,565008.05,True,0.67,16.9,7,True,8268206.61,Stable,High,1,False
PAIPK8753A,True,0,0.0,5999,,2015-12-06,0,0.0,765.2,0.74,0.96,0,3,3,9811.46,35155.89,28,28521.07,33.0,13982.26,39.0,,,15,2827521.41,3550587.69,3,30640.07,98219.89,0.31,115380.85,92583.27,116875.39,89448.43,104912.38,116725.67,106686.34,85358.91,79134.53,104145.65,100283.77,113165.24,87683.16,89309.82,83245.24,91473.79,94071.82,97892.51,91662.99,104689.31,96521.33,84217.1,112160.51,112248.69,84148.81,114792.06,85023.68,103664.05,103632.26,94988.93,113108.83,113453.23,80552.26,114848.95,79834.39,92663.54,1.248,1.249,1.27,121765.08,271810.27,3093902.91,3088843.2,1444728.21,True,0.95,21.1,0,False,0.0,Promising,Low,36,True
YRBYV5196S,True,18,0.0,5999,,2024-08-19,0,0.0,655.1,0.34,0.51,0,0,2,18515.08,49267.69,23,42888.22,25.0,,,,,15,1610022.86,1959434.75,4,15703.08,53669.04,0.29,57469.49,62606.67,52209.55,46860.18,43296.97,51263.04,52921.46,60795.35,59653.24,43554.76,57772.06,52517.05,50230.61,64176.63,51379.51,64330.97,62810.68,56544.42,55588.06,51765.48,63993.84,46862.53,59541.95,52823.07,53342.61,58135.95,56779.6,47285.72,53303.12,59786.1,47193.3,53434.58,52078.06,57345.48,51012.61,48770.05,1.204,1.288,1.161,52960.24,217271.21,110356.64,227114.08,468910.81,True,0.76,4.9,1,True,9647988.97,Stable,Medium,12,False
MGCIB4192P,True,36,0.0,5912,,2021-09-06,0,0.0,568.7,0.44,0.89,0,0,0,42004.99,33783.03,7,47398.99,33.0,17074.38,57.0,11705.37,13.0,58,953071.02,1150938.88,1,39803.04,31803.62,1.25,36149.57,33423.05,29275.85,28614.22,30047.31,26361.31,35142.83,35832.22,33641.59,36054.97,31231.92,30716.13,26088.33,32169.05,32074.85,29037.2,30882.17,35781.74,37919.03,34748.05,34449.35,32371.46,31098.92,27013.69,37852.26,30689.01,32101.0,26324.24,36727.54,25929.76,29786.87,31097.57,28382.72,28215.35,38047.51,35660.23,1.224,1.217,1.183,15470.0,104468.95,174704.71,1250030.19,591823.7,False,0.47,10.5,6,False,0.0,Stable,High,4,False
YJGZU3455W,True,1,0.0,5734,,2020-03-23,0,0.0,696.1,0.58,0.52,0,0,2,8007.23,5926.06,60,20677.78,39.0,16532.09,26.0,,,173,2238680.87,2664499.0,2,43141.26,72201.25,0.6,67530.12,79710.15,58869.61,72327.66,71151.25,85287.12,74572.23,72376.94,74014.71,76128.39,81914.82,69088.65,81172.61,74125.63,77892.45,75931.22,76524.63,83013.39,69582.05,60778.01,74372.75,66715.95,61229.53,82238.0,75683.89,80190.95,76557.38,69398.87,81369.17,79275.45,85939.09,79229.29,64741.38,66349.85,61826.91,77388.89,1.223,1.146,1.204,67552.24,87707.41,63324.29,445645.2,846055.16,True,0.92,6.0,3,False,0.0,Stable,Medium,12,False
HTBGC2897F,True,0,0.0,5912,,2020-05-23,0,0.0,755.5,0.48,0.97,0,0,1,25430.97,29185.55,59,13392.28,10.0,7725.07,15.0,,,167,3525323.52,4310396.02,5,44622.12,123949.44,0.36,122330.8,121232.62,117511.3,137352.11,102786.29,133498.29,100377.99,125355.4,134627.64,100335.13,105405.74,114177.4,143809.27,108609.55,107829.97,109984.3,144632.2,136313.18,142810.78,111553.08,105872.42,131987.97,101695.07,104108.78,100661.1,121515.34,136594.99,108308.69,126312.5,123984.64,125595.2,112540.89,124347.44,142625.98,119417.03,104294.96,1.187,1.279,1.205,344441.71,440425.78,1748024.28,1480588.48,1726757.58,True,0.8,18.7,1,True,5634652.29,Stable,Low,36,True
JAMPF9736O,True,28,0.0,5812,,2016-02-21,0,0.0,835.3,0.44,0.98,0,0,5,64916.74,41274.32,26,27000.17,23.0,39942.66,25.0,,,133,2231482.95,2710669.51,5,24587.02,73941.35,0.33,62322.89,84051.25,75629.63,86035.72,63687.33,67738.51,79081.6,86466.29,82228.32,73438.01,83362.94,87397.0,62812.48,74203.2,76004.47,66187.0,88391.31,78775.27,77766.93,73505.15,60747.5,72786.43,73504.65,83468.83,60427.96,64798.72,78100.04,86346.61,76617.8,85569.63,76617.09,72857.08,72244.73,70635.41,69477.74,77384.01,1.244,1.253,1.151,143926.24,17800.13,806183.87,970487.3,2031868.24,True,0.86,25.0,2,False,0.0,Stable,Low,36,True
OVSFE8979U,True,2,0.0,8021,,2024-04-27,0,0.0,452.7,0.61,0.52,3,9,2,16701.21,29790.13,44,30862.4,32.0,,,,,153,526721.46,639761.42,3,16060.29,17741.62,0.91,17603.83,20750.59,16628.06,20221.73,14290.33,14705.77,16778.14,19583.01,19173.32,19847.82,16900.87,17402.69,17565.2,18831.98,19385.84,18651.08,16191.05,15897.54,15955.94,14688.5,19201.33,18744.65,20526.04,14572.62,18787.29,16974.01,15595.45,17282.28,19946.68,20946.71,14861.96,19448.43,19338.75,14926.11,17902.88,19652.93,1.238,1.206,1.2,368547.61,90365.18,477651.14,1330716.41,309169.86,False,0.53,11.0,3,True,9402737.29,Reactive,High,6,False
KTUPB6920D,True,4,0.0,7011,,2022-06-09,0,0.0,794.8,0.54,0.92,0,1,3,40775.83,8204.75,60,45302.6,44.0,44829.74,59.0,39467.92,44.0,97,5158670.64,6286781.81,3,64730.47,181339.65,0.36,158452.48,166835.93,201388.38,166090.66,188474.97,145747.75,173330.99,155585.01,148818.71,161816.92,195958.86,178852.5,148385.08,208813.9,171056.34,194121.46,178672.93,177568.44,182654.97,188098.75,181755.74,148475.36,201538.9,148446.15,188684.37,165498.14,154440.09,167212.08,178960.0,178225.98,160565.27,198144.96,161995.34,211100.59,177102.16,173911.62,1.244,1.213,1.201,310877.44,608733.66,3543701.06,2190030.46,2228927.66,True,0.74,19.4,0,True,4118825.84,Promising,Low,36,True
JQRUI5168V,True,13,0.0,5411,,2021-01-05,0,0.0,804.7,0.67,0.98,0,2,0,22525.63,15061.68,55,19381.67,12.0,,,,,30,5798470.33,7077555.45,6,67912.19,199855.03,0.34,192653.3,226982.23,198583.31,194905.68,198039.79,198867.9,213295.45,190847.08,172866.95,207524.99,201931.57,191150.73,161710.4,208477.57,162823.51,211526.0,171012.19,198987.61,197375.01,161264.96,205888.8,228146.59,172135.76,202965.6,185288.5,213460.48,190560.35,165564.71,198591.93,213896.21,209580.53,221065.31,204805.15,187330.72,200572.3,216876.28,1.217,1.252,1.196,892601.88,177290.02,1853584.93,5014316.42,2124936.72,True,0.74,2.6,1,True,2282463.0,Promising,Low,36,True
CTWQZ3586M,False,23,0.0,5999,,2021-04-19,0,0.0,669.4,0.65,0.57,0,3,6,14644.83,12977.28,39,27664.36,30.0,21079.53,51.0,,,6,2072239.36,2506098.69,1,28303.0,69415.95,0.41,83106.53,65810.64,67371.91,60948.89,74955.46,57556.9,74244.31,65532.88,61742.78,65763.93,81529.62,67934.69,80002.02,80969.66,65792.77,66540.77,78672.63,82527.67,75098.54,70085.61,56693.72,63014.15,72797.06,60950.89,61312.71,58927.47,71935.55,67167.74,63523.49,75926.53,67889.91,75694.72,66395.25,79176.98,78385.47,60118.84,1.19,1.211,1.228,262086.83,49615.62,365551.01,1409302.6,670444.32,True,0.76,9.6,1,False,0.0,Unstable,Medium,12,False
GCSEA2168W,True,27,0.0,8021,,2016-04-13,0,0.0,718.8,0.33,0.53,0,1,1,39493.94,28870.34,23,,,,,,,137,2156272.08,2584251.2,5,40845.51,71550.41,0.57,76805.24,76947.47,71726.81,66673.77,81360.31,65037.89,59408.82,81073.54,76095.94,67977.46,79469.52,57621.26,71043.66,79603.61,68784.77,82192.53,60671.88,70642.02,77969.74,71244.55,78659.05,76225.63,63852.12,75189.85,64861.76,59305.33,82849.44,81147.84,61195.12,66134.13,65496.37,63904.19,75724.75,76795.61,78798.7,71760.52,1.198,1.188,1.21,1028.07,198051.12,1417740.52,1074447.44,575762.41,True,0.95,13.3,1,True,1645419.0,Promising,Medium,12,False
MUACZ5587F,True,24,55982187.8,8011,"Dar, Raju and Gala",2017-02-06,0,659594.44,768.1,0.62,0.92,0,0,0,29394.63,9497.28,54,11826.25,51.0,11790.96,14.0,,,178,10523739.22,12588698.99,2,115806.7,354414.06,0.33,290149.46,349908.12,398444.14,296289.09,311642.18,289294.87,318942.47,312034.38,393195.66,313641.24,367794.12,391739.16,308988.03,298308.24,371425.49,286012.37,420333.45,366522.04,370942.23,388759.42,371041.87,290630.83,384750.07,400442.69,396065.47,305387.09,411356.49,340347.04,319449.19,344801.18,374775.63,347616.14,343497.5,319817.28,405802.2,388552.16,1.227,1.182,1.183,1001917.56,57686.55,2851655.5,10106028.82,1057406.95,True,0.9,20.2,2,False,0.0,Stable,Low,36,True
MINXY9534D,True,27,46535362.47,5812,Barman-Sarraf,2015-12-22,12,743403.51,646.1,0.61,0.69,1,8,6,55550.7,9629.08,59,,,,,,,43,2528130.52,3101071.8,2,45509.51,84016.03,0.54,76448.13,82279.28,69177.32,86786.49,90174.71,80027.65,82270.01,92608.79,90647.48,87316.29,99046.92,84085.96,93094.42,92342.49,95200.37,99758.66,88826.1,90213.47,84619.8,69529.63,86787.42,77419.75,94912.46,81289.15,88212.7,76604.12,81561.82,82576.65,83231.02,79936.81,88708.98,81390.03,97699.22,87465.01,82617.17,96205.5,1.221,1.251,1.207,79685.37,79791.48,953644.95,5647467.18,966083.77,True,0.85,12.6,2,False,0.0,Reactive,Medium,12,False
AHZBR2446Q,True,0,0.0,8011,,2016-08-21,0,0.0,748.9,0.42,0.66,0,3,5,16491.58,46058.57,16,31027.9,28.0,,,,,123,1821101.24,2202939.75,2,26096.01,62020.68,0.42,61417.01,71270.19,52653.93,67447.16,66727.39,71452.86,66919.41,69601.14,60243.04,54254.59,72820.95,68546.85,65624.95,64174.41,57097.82,55559.75,60703.26,74257.54,51100.31,51747.77,51649.79,51065.74,64800.72,52958.27,60149.7,62861.5,60955.97,65261.61,55084.56,62877.9,69787.49,54803.11,56922.28,50271.58,59233.97,60635.21,1.224,1.227,1.178,221511.57,45977.29,680444.12,999419.49,821905.81,True,0.83,16.5,2,True,7181458.39,Promising,Medium,12,False
WOBQJ7204Q,True,27,0.0,5999,,2018-04-06,0,0.0,824.7,0.38,0.91,0,2,3,21193.27,26681.93,44,5476.7,54.0,29158.18,16.0,48636.55,58.0,16,2789421.67,3393811.52,4,24182.84,97550.04,0.25,92061.62,82561.95,85350.53,84762.36,103004.25,103284.34,78396.2,86287.7,90300.19,93267.81,117005.67,82809.31,87332.11,84950.62,99264.53,82232.41,106975.88,115510.62,103288.17,97127.07,81031.29,78518.28,90918.57,92129.65,101065.23,88472.63,96325.15,113059.01,111128.45,88796.34,97900.2,82361.94,93488.77,100555.63,96965.24,105321.83,1.235,1.241,1.179,443995.38,488045.01,3046132.97,6081911.93,1700084.1,True,0.78,21.7,0,True,5597514.89,Promising,Low,36,True
ECVSR9359G,True,36,0.0,5045,,2018-02-16,0,0.0,419.5,0.74,0.63,0,3,1,39932.1,31562.82,60,26315.8,60.0,18578.2,30.0,,,180,939240.38,1142460.41,5,30085.61,30810.73,0.98,35249.88,25840.42,30638.7,35321.73,34649.78,29813.12,30647.05,27916.36,28553.76,31712.9,26311.25,24975.44,34627.66,32800.67,36087.47,25693.93,36650.7,36735.32,30988.94,33063.98,29151.44,30869.62,35413.66,31206.88,34270.37,31232.75,35935.0,26872.98,26648.75,30873.91,36608.47,29902.25,34400.65,30644.94,33284.27,36865.43,1.204,1.241,1.203,234062.21,160459.56,74602.48,1654079.92,386125.33,False,0.59,21.3,8,False,0.0,Unstable,High,6,False
TWWCB8694U,True,14,0.0,8021,,2021-06-05,0,0.0,681.3,0.74,0.46,0,2,0,13889.17,30080.38,11,,,,,,,47,2202968.72,2666844.85,5,44353.55,74926.41,0.59,71441.07,61279.66,65419.75,61470.51,67687.01,66097.82,63422.08,60013.12,85087.22,70091.56,77343.74,63263.29,85234.76,74444.4,86577.71,81804.57,74081.75,86802.2,60006.71,72110.14,87429.77,83015.31,89138.11,79201.95,64084.57,66069.09,88810.09,86520.63,62527.49,82122.91,61431.17,71537.01,73138.36,73019.86,76613.3,88506.14,1.182,1.201,1.249,92253.2,192823.81,1552510.1,948506.74,828892.31,True,0.82,19.5,3,True,4176006.04,Unstable,Medium,12,False
HMBCV4291Z,True,35,0.0,8021,,2019-01-01,0,0.0,757.3,0.32,1.0,0,3,0,13759.17,49555.92,6,,,,,,,46,1989318.35,2516256.34,6,33031.48,69455.78,0.48,65036.77,65032.43,56859.86,57226.91,73271.6,67056.94,64187.04,75099.92,82566.42,57144.83,64477.75,81626.3,70213.09,63673.63,66630.25,73902.34,74163.15,72957.17,75052.69,61531.32,73753.04,69087.06,78477.28,58683.55,73428.55,60308.28,72198.36,80063.79,79051.95,82626.64,70732.29,68315.98,79071.69,60982.29,66293.05,75472.14,1.239,1.296,1.26,327624.28,53190.24,49663.35,1142655.36,434843.84,True,0.82,4.7,5,False,0.0,Promising,Medium,12,False
JTXBN9090E,True,19,0.0,5734,,2016-03-12,0,0.0,678.5,0.53,0.77,0,3,2,11592.17,4275.42,43,40804.46,58.0,13460.72,57.0,,,132,1846339.85,2268180.78,1,29566.07,65123.96,0.45,63415.82,63688.06,58815.55,63007.42,63765.14,57834.07,54900.67,60079.17,77656.22,62695.29,55317.51,53105.42,72529.34,60645.1,71575.42,53295.54,76156.46,54960.75,76385.03,59761.12,75708.1,56403.17,57083.84,53459.71,58124.38,68027.18,73613.68,75637.02,54356.18,72287.38,52402.6,57503.68,67891.56,64986.76,54421.4,66685.02,1.241,1.267,1.182,178718.3,187938.32,867788.27,2601986.58,396851.06,True,0.85,5.9,1,True,756324.32,Unstable,Medium,12,False
IQUVD7363X,True,23,0.0,5999,,2024-04-04,0,0.0,574.3,0.49,0.78,6,2,1,15570.39,15295.29,18,24480.33,11.0,,,,,28,591231.81,718665.33,4,15495.37,20198.96,0.77,21021.38,19810.25,23716.1,18590.83,16199.17,18597.4,20127.73,19778.59,23454.93,21180.43,17026.21,19469.76,20480.37,19661.57,19949.15,19508.81,19965.48,20300.48,17310.7,19883.47,16776.25,20967.41,16717.47,23432.36,18876.76,18993.91,20286.63,22539.39,20063.72,17660.99,17642.86,18480.26,23792.19,22885.75,21622.3,21894.29,1.19,1.246,1.213,280454.96,81056.12,528834.92,574149.96,456754.35,False,0.4,19.9,7,False,0.0,Reactive,High,5,False
BXAMC1465N,False,1,0.0,5411,,2023-09-09,0,0.0,713.6,0.45,0.66,0,1,0,29958.9,23626.96,59,,,,,,,80,1284660.77,1517278.81,3,13801.77,42578.09,0.32,42432.61,35720.14,35229.21,42104.24,35868.04,48208.11,50634.13,36996.35,38859.3,38768.5,40257.28,47850.98,35207.57,40295.33,49959.38,42464.61,41021.69,48572.84,46350.8,49458.13,42993.65,35842.01,37875.13,44891.15,38604.01,39074.74,40931.58,34551.99,42198.32,36174.09,48293.75,44224.04,40889.49,45336.39,50047.14,49092.11,1.162,1.205,1.176,398615.29,46389.32,604604.63,2300622.71,311065.48,True,0.73,12.2,4,True,3538021.45,Promising,Medium,12,False
ZNZBT0378D,True,12,0.0,5812,,2015-10-11,0,0.0,784.5,0.49,0.96,0,0,1,63630.38,9946.61,53,11136.5,56.0,14613.19,33.0,,,55,5357143.01,6476905.41,1,60250.85,174388.35,0.35,152153.15,195245.48,176961.3,178741.6,188997.43,155510.1,148137.93,196378.86,169178.48,177849.45,146149.71,175036.6,193117.32,208022.65,187531.8,145919.26,154900.08,155092.36,207639.02,193235.4,204811.71,205854.08,190117.54,207404.29,173641.73,185968.62,171432.9,163971.9,203195.08,206872.6,157543.24,161598.09,187046.98,182348.45,194051.5,175248.71,1.185,1.22,1.221,669575.16,93492.13,2164620.52,3270210.63,918592.07,True,0.91,12.6,2,True,3430821.75,Stable,Low,36,True
IBAHT2420U,False,27,8962830.59,7011,Srinivasan-Rout,2015-11-21,0,369752.91,677.9,0.4,0.73,0,0,5,103755.34,41976.09,23,31006.92,17.0,,,,,124,11063542.13,13262764.97,5,163118.45,361977.44,0.45,408478.98,289738.02,406157.35,354019.62,352409.44,306894.88,429026.77,391599.39,427131.9,420201.25,346502.47,391616.85,418918.79,432537.53,364037.74,365762.59,336077.8,365698.63,375037.2,365778.68,406634.79,402827.05,295642.31,331523.0,349426.12,323937.75,327042.61,427916.98,348809.82,301090.17,382057.11,398390.24,352064.37,316400.04,395316.98,356059.75,1.197,1.212,1.188,93203.87,40989.03,548424.98,2464672.24,1384100.96,True,0.82,21.8,0,True,4529901.75,Stable,Medium,12,False
NCLWH3450P,True,19,0.0,5734,,2020-10-03,0,0.0,810.6,0.6,0.91,0,3,1,28615.0,6458.5,8,43654.46,56.0,,,,,151,5396822.91,6660246.88,1,43729.33,181341.93,0.24,204918.97,202138.32,200187.98,204575.65,165207.48,206272.59,196521.78,170688.85,171533.21,190770.03,204046.46,207562.68,149511.89,206380.88,192251.73,202849.65,201863.48,152842.13,215753.12,169710.65,149893.67,181903.41,170006.6,145358.15,213545.18,145709.06,183542.26,215401.21,170158.42,205925.33,194191.42,191012.16,215616.47,148506.44,166608.09,147281.46,1.235,1.197,1.272,960504.71,424829.02,2102358.72,1652572.25,1115554.43,True,0.88,22.0,0,True,9422618.53,Promising,Low,36,True
GPPDY5629H,True,24,65821197.62,8011,Ray Ltd,2023-06-15,9,108314.19,781.0,0.44,0.94,0,0,5,44502.32,13851.54,22,,,,,,,15,4301441.44,5232632.23,5,91887.78,142708.43,0.64,118038.82,120575.22,164448.88,135552.63,130911.94,138342.85,162298.04,114311.39,139062.01,132177.85,146157.81,134858.37,145505.16,117947.91,163068.5,142136.4,153375.34,150115.6,158404.13,133958.99,153180.53,162378.2,158962.66,165531.53,136129.86,165111.37,134042.42,154110.39,167945.19,126158.5,148371.94,135685.4,169001.87,147119.88,156296.48,151358.18,1.193,1.215,1.24,588235.41,1279322.85,5030206.35,1053424.19,4553520.47,True,0.99,12.9,0,False,0.0,Stable,Medium,12,False
PPNCP2216L,True,2,0.0,5411,,2021-11-17,0,0.0,761.7,0.75,1.0,0,2,6,49590.69,13437.48,25,17144.34,56.0,,,,,125,2322939.92,2818127.39,2,24159.42,81302.62,0.3,71785.78,90640.03,90700.69,72340.98,94271.7,68592.04,72416.02,91868.64,78817.37,67021.2,65223.14,75372.75,78278.45,66355.83,67064.48,70797.65,82249.93,73330.17,66038.74,70480.03,73983.08,85423.92,93313.47,70996.74,77531.0,67708.6,67638.86,96112.37,90548.0,81341.54,96518.63,81723.85,83096.42,74042.39,91388.77,73114.15,1.189,1.209,1.241,692246.44,392706.95,1895554.66,1010216.06,2402066.23,True,0.9,11.1,1,True,4096897.17,Promising,Low,36,True
ZEUSC0859C,True,13,0.0,8011,,2021-01-06,0,0.0,749.1,0.66,0.52,0,2,3,20856.54,22574.71,25,,,,,,,142,1682865.85,2026521.0,6,24273.16,56006.23,0.43,61532.74,59818.23,49202.55,48347.91,50589.39,65174.71,44858.46,56955.61,50802.13,54854.79,58461.43,56158.24,65864.97,63872.57,46791.21,45122.68,62959.97,56822.79,63425.22,50598.94,64339.84,58889.93,63589.37,60576.28,62346.52,50090.15,48008.89,51666.18,58643.13,56719.16,53338.43,67102.35,53802.9,63564.67,56814.21,44814.45,1.194,1.2,1.219,344901.39,31906.99,135589.6,355015.6,711967.59,True,0.75,2.7,3,False,0.0,Promising,Medium,12,False
HOZYH0938B,True,3,0.0,5812,,2020-03-27,0,0.0,441.2,0.66,0.42,0,0,0,27496.83,21437.56,60,,,,,,,139,501017.65,616809.91,5,9249.22,17087.47,0.54,20113.48,16480.03,15214.34,20476.17,15877.61,16834.99,17024.65,13903.92,14526.87,13728.22,16553.91,15725.92,18529.28,13920.25,16942.58,19922.62,19632.52,15890.51,18222.32,20454.16,14607.9,16658.64,19139.53,14137.8,18104.03,19805.26,15061.17,20255.63,17349.06,15342.95,15723.3,17394.58,20215.9,15668.87,18991.7,18379.22,1.243,1.217,1.234,95648.09,33946.5,623675.41,1270318.06,466622.91,False,0.39,22.0,6,True,6778659.8,Stable,High,2,False
WCDSQ1056A,True,28,52927868.11,5411,Upadhyay-Chaudhary,2018-05-12,11,655846.08,708.4,0.79,0.87,0,0,2,37938.63,28453.62,26,16190.14,48.0,,,,,34,1158321.49,1414959.31,1,17259.82,40023.82,0.43,34800.41,44665.01,45670.28,42672.74,36142.58,39283.79,43135.03,43451.51,42339.85,35253.98,33291.01,39096.21,33624.9,34523.13,39704.47,40873.28,34418.63,36207.81,37677.55,46310.57,39681.65,37147.56,39914.73,38200.55,37343.34,45789.75,43191.17,38517.1,34818.84,34401.54,45248.93,36142.4,35438.19,39668.06,46757.75,39555.02,1.206,1.227,1.233,3067698.78,1318990.36,5315993.32,2227843.91,2468914.56,True,0.72,24.2,1,True,5127699.56,Stable,Medium,12,False
QACKW8344Y,True,31,19775539.82,5411,"Choudhury, Dhillon and Gera",2023-11-26,5,553389.5,731.6,0.45,0.49,0,1,3,172270.71,34935.6,28,10025.26,36.0,34879.08,31.0,,,143,11960196.0,14491728.61,5,262623.84,411918.12,0.64,416631.27,366243.8,438552.83,376181.85,358346.19,447931.86,377523.44,490975.44,475735.13,350748.21,418653.32,427652.54,401533.62,330049.28,423488.86,422776.99,434624.25,377012.56,340466.24,419386.61,377578.85,348585.0,472217.09,455802.77,433850.32,389453.56,429291.92,336862.74,337025.8,481264.85,358277.07,336129.91,412851.62,489288.76,358398.14,380335.93,1.206,1.211,1.218,3273538.76,1573249.53,5600704.66,15234238.07,2076385.3,True,0.72,16.7,2,False,0.0,Promising,Medium,12,False
NLPHO8313D,True,35,94406279.33,5912,Chatterjee Group,2018-08-01,11,897398.4,780.2,0.35,0.87,0,3,1,8297.59,9269.54,29,43478.78,39.0,,,,,84,10898062.05,13148167.63,3,136962.73,374929.41,0.37,306109.54,331705.07,435479.15,370630.87,333267.11,348499.57,378308.42,313214.86,418631.86,395137.28,421441.4,398843.39,344564.05,301875.08,423122.22,436924.38,365140.03,319314.59,431897.67,309372.45,404600.59,351453.01,368576.11,356462.69,330901.04,441127.41,355749.28,375536.52,301710.21,324041.95,335622.78,311906.47,355347.54,397365.76,412759.13,341528.18,1.265,1.219,1.14,35633.16,234012.67,447446.28,3145629.49,4566338.02,True,0.9,20.1,1,True,6437998.23,Promising,Low,36,True
ZYLQJ3980D,True,8,0.0,8011,,2019-07-09,0,0.0,777.4,0.66,0.92,4,4,1,29050.3,7453.75,30,30784.24,30.0,5418.69,55.0,,,161,1805914.47,2219994.7,1,16974.68,60481.83,0.28,63747.83,63888.39,71789.83,63708.77,62658.35,69911.19,66390.19,63797.86,66541.86,59535.23,64107.95,61143.99,56536.61,64731.14,61375.06,49016.86,68556.45,49750.85,67820.34,54928.18,49362.38,68145.24,67271.0,49748.14,60187.28,64181.26,59847.19,62239.06,69990.29,70542.3,58652.56,52406.53,53890.19,63805.15,64546.25,55242.98,1.258,1.237,1.194,244776.55,83137.12,1196999.18,1563357.24,2208588.88,True,0.83,13.7,0,True,6390655.73,Reactive,High,4,False
